A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V
97.74,0.197,0.336,0.321,0.285,0.385,0.326,0.269,0.336,0.692,0.356,0.108,0.178,0.195,0.197,0.143,0.139,0.141,0.147,0.14,0.116,Ethan
97.75,0.196,0.337,0.322,0.287,0.386,0.327,0.27,0.336,0.683,0.349,0.109,0.178,0.195,0.196,0.143,0.139,0.141,0.147,0.14,0.115,Ethan
97.81,0.195,0.337,0.322,0.287,0.387,0.327,0.269,0.33,0.681,0.35,0.109,0.178,0.195,0.195,0.143,0.141,0.143,0.147,0.14,0.116,Ethan
97.77,0.195,0.337,0.322,0.287,0.389,0.327,0.267,0.338,0.697,0.362,0.108,0.178,0.195,0.195,0.143,0.139,0.143,0.147,0.14,0.114,Ethan
97.72,0.197,0.337,0.322,0.286,0.386,0.327,0.268,0.339,0.693,0.355,0.11,0.178,0.196,0.197,0.143,0.139,0.141,0.147,0.139,0.114,Ethan
97.76,0.195,0.337,0.322,0.287,0.389,0.329,0.27,0.335,0.689,0.356,0.109,0.176,0.194,0.195,0.143,0.139,0.142,0.147,0.139,0.113,Ethan
97.77,0.195,0.337,0.322,0.287,0.388,0.327,0.269,0.334,0.685,0.352,0.109,0.176,0.195,0.195,0.143,0.14,0.142,0.147,0.138,0.113,Ethan
97.77,0.194,0.335,0.32,0.285,0.386,0.328,0.27,0.336,0.686,0.351,0.108,0.176,0.192,0.194,0.143,0.138,0.141,0.146,0.137,0.113,Ethan
97.74,0.193,0.334,0.317,0.282,0.385,0.325,0.267,0.336,0.686,0.352,0.108,0.174,0.192,0.193,0.141,0.138,0.14,0.146,0.136,0.113,Ethan
97.73,0.194,0.335,0.319,0.285,0.385,0.325,0.269,0.33,0.676,0.345,0.108,0.176,0.192,0.194,0.143,0.138,0.141,0.146,0.137,0.113,Ethan
97.75,0.195,0.334,0.318,0.284,0.385,0.325,0.266,0.334,0.683,0.35,0.108,0.177,0.195,0.195,0.142,0.138,0.141,0.147,0.139,0.113,Ethan
97.76,0.197,0.336,0.321,0.287,0.389,0.328,0.269,0.337,0.692,0.356,0.108,0.178,0.197,0.197,0.143,0.14,0.142,0.147,0.139,0.113,Ethan
97.82,0.197,0.339,0.322,0.287,0.39,0.329,0.271,0.342,0.706,0.364,0.109,0.178,0.196,0.197,0.144,0.144,0.144,0.148,0.141,0.114,Ethan
97.76,0.195,0.338,0.322,0.284,0.385,0.326,0.269,0.339,0.697,0.358,0.108,0.178,0.194,0.195,0.143,0.142,0.143,0.147,0.139,0.113,Ethan
97.69,0.193,0.331,0.316,0.283,0.381,0.321,0.265,0.342,0.697,0.358,0.107,0.177,0.193,0.193,0.138,0.138,0.14,0.144,0.136,0.113,Ethan
97.69,0.19,0.329,0.314,0.279,0.38,0.321,0.264,0.339,0.687,0.347,0.105,0.173,0.19,0.19,0.138,0.137,0.14,0.143,0.136,0.113,Ethan
97.59,0.193,0.328,0.313,0.274,0.379,0.321,0.264,0.337,0.685,0.349,0.106,0.175,0.194,0.193,0.138,0.134,0.137,0.14,0.135,0.11,Ethan
97.56,0.191,0.327,0.313,0.274,0.377,0.319,0.263,0.33,0.675,0.345,0.106,0.175,0.192,0.191,0.138,0.135,0.138,0.14,0.134,0.11,Ethan
97.51,0.191,0.327,0.313,0.274,0.376,0.318,0.265,0.336,0.673,0.337,0.106,0.176,0.194,0.191,0.138,0.135,0.137,0.141,0.135,0.11,Ethan
97.57,0.194,0.329,0.314,0.274,0.379,0.32,0.264,0.338,0.685,0.349,0.107,0.176,0.193,0.194,0.138,0.135,0.139,0.142,0.135,0.112,Ethan
97.46,0.188,0.327,0.313,0.276,0.378,0.318,0.259,0.335,0.685,0.35,0.106,0.172,0.187,0.188,0.137,0.136,0.137,0.141,0.132,0.109,Ethan
97.52,0.191,0.329,0.313,0.276,0.379,0.321,0.264,0.335,0.679,0.344,0.107,0.174,0.191,0.191,0.138,0.137,0.14,0.142,0.135,0.11,Ethan
97.47,0.188,0.322,0.308,0.275,0.375,0.314,0.256,0.34,0.692,0.353,0.105,0.174,0.189,0.188,0.134,0.134,0.134,0.138,0.132,0.109,Ethan
97.56,0.189,0.328,0.313,0.278,0.379,0.321,0.268,0.333,0.674,0.343,0.107,0.171,0.187,0.189,0.139,0.137,0.14,0.142,0.134,0.109,Ethan
97.7,0.191,0.333,0.317,0.286,0.383,0.324,0.266,0.335,0.686,0.352,0.108,0.174,0.189,0.191,0.142,0.138,0.141,0.144,0.136,0.11,Ethan
97.72,0.194,0.331,0.316,0.28,0.382,0.324,0.266,0.334,0.692,0.358,0.108,0.175,0.192,0.194,0.139,0.138,0.14,0.145,0.136,0.113,Ethan
97.8,0.194,0.333,0.317,0.282,0.382,0.321,0.267,0.336,0.689,0.354,0.108,0.176,0.192,0.194,0.14,0.138,0.14,0.147,0.139,0.113,Ethan
97.69,0.193,0.33,0.317,0.28,0.384,0.324,0.264,0.339,0.7,0.362,0.108,0.173,0.19,0.193,0.139,0.138,0.14,0.143,0.136,0.11,Ethan
97.69,0.193,0.332,0.316,0.283,0.385,0.323,0.266,0.338,0.693,0.356,0.107,0.176,0.192,0.193,0.141,0.138,0.14,0.145,0.136,0.113,Ethan
97.76,0.194,0.335,0.318,0.282,0.384,0.324,0.266,0.331,0.684,0.353,0.108,0.175,0.192,0.194,0.142,0.138,0.141,0.145,0.136,0.111,Ethan
97.74,0.2,0.335,0.318,0.283,0.385,0.327,0.27,0.331,0.686,0.356,0.109,0.178,0.196,0.2,0.143,0.138,0.141,0.147,0.138,0.114,Ethan
97.83,0.2,0.339,0.322,0.285,0.39,0.33,0.269,0.338,0.703,0.364,0.109,0.18,0.197,0.2,0.143,0.142,0.143,0.147,0.139,0.114,Ethan
97.67,0.193,0.33,0.315,0.279,0.385,0.324,0.266,0.333,0.682,0.349,0.108,0.174,0.191,0.193,0.139,0.138,0.14,0.142,0.135,0.11,Ethan
97.67,0.189,0.327,0.312,0.279,0.379,0.321,0.263,0.329,0.671,0.345,0.107,0.172,0.188,0.189,0.138,0.137,0.139,0.141,0.134,0.109,Ethan
97.67,0.192,0.331,0.317,0.286,0.385,0.325,0.265,0.326,0.673,0.348,0.106,0.174,0.19,0.192,0.14,0.138,0.14,0.142,0.135,0.11,Ethan
97.53,0.194,0.332,0.318,0.285,0.383,0.323,0.266,0.332,0.676,0.344,0.111,0.175,0.193,0.194,0.139,0.138,0.14,0.143,0.135,0.11,Ethan
97.65,0.196,0.334,0.318,0.284,0.385,0.325,0.268,0.335,0.69,0.355,0.111,0.177,0.194,0.196,0.141,0.138,0.14,0.145,0.137,0.113,Ethan
97.75,0.193,0.331,0.317,0.286,0.383,0.323,0.268,0.332,0.681,0.351,0.109,0.174,0.189,0.193,0.138,0.138,0.14,0.143,0.136,0.113,Ethan
97.74,0.2,0.334,0.318,0.288,0.385,0.326,0.272,0.33,0.673,0.343,0.109,0.178,0.197,0.2,0.141,0.138,0.14,0.145,0.138,0.114,Ethan
97.6,0.194,0.329,0.315,0.283,0.382,0.323,0.267,0.335,0.679,0.344,0.109,0.175,0.194,0.194,0.138,0.135,0.137,0.142,0.135,0.112,Ethan
97.63,0.194,0.329,0.315,0.283,0.382,0.322,0.267,0.337,0.681,0.344,0.111,0.179,0.195,0.194,0.138,0.135,0.137,0.141,0.135,0.113,Ethan
97.76,0.194,0.329,0.315,0.285,0.381,0.323,0.265,0.333,0.686,0.354,0.108,0.175,0.193,0.194,0.138,0.137,0.14,0.144,0.138,0.113,Ethan
97.8,0.194,0.33,0.314,0.281,0.381,0.321,0.264,0.335,0.691,0.357,0.109,0.176,0.193,0.194,0.138,0.135,0.14,0.144,0.139,0.114,Ethan
97.75,0.194,0.329,0.314,0.283,0.378,0.32,0.264,0.332,0.684,0.353,0.108,0.174,0.193,0.194,0.138,0.135,0.139,0.143,0.136,0.113,Ethan
97.74,0.194,0.329,0.314,0.283,0.38,0.323,0.265,0.329,0.68,0.351,0.107,0.174,0.193,0.194,0.138,0.135,0.14,0.143,0.136,0.114,Ethan
97.65,0.194,0.329,0.317,0.285,0.382,0.323,0.265,0.331,0.682,0.352,0.107,0.175,0.194,0.194,0.138,0.136,0.14,0.143,0.136,0.113,Ethan
97.5,0.192,0.326,0.311,0.281,0.377,0.318,0.263,0.33,0.675,0.345,0.108,0.175,0.191,0.192,0.138,0.135,0.135,0.141,0.135,0.111,Ethan
97.68,0.192,0.33,0.315,0.281,0.382,0.323,0.265,0.333,0.684,0.353,0.109,0.174,0.191,0.192,0.139,0.137,0.14,0.144,0.137,0.113,Ethan
97.6,0.194,0.329,0.316,0.284,0.382,0.323,0.266,0.331,0.683,0.353,0.108,0.176,0.194,0.194,0.138,0.138,0.14,0.144,0.137,0.113,Ethan
97.67,0.194,0.333,0.318,0.285,0.382,0.324,0.266,0.331,0.687,0.357,0.109,0.177,0.194,0.194,0.14,0.138,0.14,0.146,0.139,0.114,Ethan
97.68,0.195,0.331,0.317,0.282,0.382,0.323,0.266,0.335,0.687,0.355,0.109,0.178,0.195,0.195,0.139,0.138,0.14,0.146,0.139,0.116,Ethan
97.52,0.194,0.329,0.314,0.281,0.379,0.322,0.262,0.33,0.684,0.355,0.109,0.174,0.191,0.194,0.138,0.138,0.14,0.143,0.136,0.113,Ethan
97.56,0.193,0.33,0.315,0.279,0.38,0.321,0.261,0.335,0.683,0.349,0.106,0.176,0.193,0.193,0.138,0.138,0.14,0.143,0.136,0.113,Ethan
97.54,0.193,0.328,0.314,0.278,0.378,0.32,0.261,0.326,0.668,0.341,0.106,0.173,0.191,0.193,0.138,0.138,0.14,0.143,0.136,0.113,Ethan
97.6,0.194,0.331,0.315,0.28,0.379,0.32,0.261,0.327,0.67,0.344,0.107,0.178,0.194,0.194,0.138,0.138,0.14,0.145,0.138,0.114,Ethan
97.57,0.194,0.331,0.315,0.28,0.379,0.321,0.263,0.329,0.67,0.342,0.107,0.176,0.193,0.194,0.14,0.138,0.14,0.145,0.137,0.113,Ethan
97.63,0.199,0.335,0.32,0.284,0.382,0.323,0.264,0.336,0.695,0.362,0.111,0.179,0.197,0.199,0.142,0.139,0.141,0.147,0.14,0.115,Ethan
97.66,0.197,0.336,0.321,0.282,0.385,0.324,0.267,0.335,0.696,0.362,0.109,0.178,0.196,0.197,0.142,0.139,0.14,0.147,0.14,0.116,Ethan
97.6,0.199,0.334,0.319,0.285,0.384,0.324,0.267,0.331,0.679,0.348,0.108,0.178,0.197,0.199,0.143,0.139,0.141,0.147,0.139,0.115,Ethan
97.59,0.197,0.334,0.319,0.284,0.385,0.324,0.268,0.333,0.68,0.347,0.109,0.179,0.197,0.197,0.142,0.139,0.14,0.147,0.139,0.114,Ethan
97.66,0.201,0.337,0.322,0.287,0.386,0.327,0.269,0.337,0.693,0.359,0.109,0.182,0.2,0.201,0.143,0.142,0.143,0.147,0.141,0.117,Ethan
97.63,0.196,0.334,0.319,0.286,0.385,0.324,0.265,0.334,0.691,0.358,0.107,0.178,0.196,0.196,0.142,0.139,0.14,0.147,0.139,0.114,Ethan
97.67,0.198,0.334,0.32,0.283,0.385,0.324,0.266,0.332,0.686,0.354,0.107,0.178,0.197,0.198,0.142,0.139,0.14,0.147,0.14,0.117,Ethan
97.62,0.197,0.333,0.319,0.284,0.384,0.323,0.267,0.335,0.688,0.353,0.108,0.178,0.197,0.197,0.142,0.138,0.14,0.147,0.14,0.116,Ethan
97.57,0.197,0.33,0.317,0.285,0.383,0.322,0.264,0.334,0.689,0.358,0.108,0.177,0.196,0.197,0.14,0.138,0.14,0.145,0.137,0.114,Ethan
97.6,0.197,0.33,0.317,0.286,0.384,0.322,0.264,0.334,0.692,0.361,0.108,0.177,0.196,0.197,0.142,0.139,0.14,0.147,0.14,0.116,Ethan
97.68,0.197,0.333,0.32,0.286,0.385,0.324,0.267,0.334,0.689,0.356,0.108,0.178,0.196,0.197,0.142,0.139,0.141,0.147,0.14,0.117,Ethan
97.65,0.197,0.332,0.318,0.284,0.382,0.322,0.264,0.334,0.691,0.359,0.108,0.177,0.196,0.197,0.141,0.138,0.14,0.147,0.14,0.117,Ethan
97.64,0.197,0.332,0.318,0.285,0.383,0.323,0.264,0.332,0.687,0.357,0.107,0.178,0.195,0.197,0.142,0.138,0.14,0.147,0.14,0.117,Ethan
97.63,0.199,0.335,0.318,0.286,0.383,0.323,0.263,0.334,0.698,0.366,0.108,0.178,0.197,0.199,0.143,0.139,0.14,0.147,0.14,0.117,Ethan
97.64,0.198,0.334,0.319,0.284,0.384,0.324,0.266,0.335,0.695,0.363,0.11,0.178,0.197,0.198,0.142,0.139,0.142,0.147,0.14,0.117,Ethan
97.64,0.198,0.331,0.318,0.285,0.384,0.324,0.265,0.335,0.702,0.367,0.108,0.177,0.196,0.198,0.142,0.139,0.14,0.147,0.14,0.117,Ethan
97.74,0.198,0.335,0.32,0.287,0.385,0.324,0.267,0.334,0.701,0.367,0.11,0.177,0.196,0.198,0.142,0.139,0.142,0.147,0.14,0.117,Ethan
97.72,0.197,0.334,0.32,0.287,0.385,0.324,0.268,0.335,0.702,0.367,0.109,0.177,0.196,0.197,0.142,0.139,0.141,0.147,0.14,0.118,Ethan
97.73,0.197,0.334,0.322,0.29,0.384,0.324,0.265,0.335,0.698,0.364,0.11,0.178,0.196,0.197,0.142,0.139,0.142,0.147,0.141,0.118,Ethan
97.66,0.197,0.333,0.321,0.289,0.384,0.324,0.267,0.334,0.694,0.362,0.109,0.178,0.197,0.197,0.142,0.139,0.14,0.147,0.14,0.118,Ethan
97.64,0.2,0.335,0.322,0.29,0.384,0.324,0.263,0.338,0.706,0.372,0.109,0.18,0.2,0.2,0.143,0.139,0.142,0.147,0.14,0.118,Ethan
97.76,0.197,0.335,0.321,0.288,0.385,0.327,0.268,0.335,0.697,0.362,0.109,0.178,0.196,0.197,0.142,0.139,0.142,0.147,0.141,0.118,Ethan
97.72,0.198,0.335,0.322,0.29,0.386,0.327,0.268,0.334,0.691,0.361,0.108,0.178,0.196,0.198,0.143,0.139,0.142,0.147,0.14,0.117,Ethan
97.68,0.203,0.336,0.322,0.29,0.387,0.326,0.27,0.336,0.689,0.356,0.109,0.182,0.2,0.203,0.143,0.14,0.142,0.147,0.142,0.118,Ethan
97.74,0.2,0.336,0.322,0.289,0.386,0.327,0.271,0.336,0.693,0.358,0.11,0.179,0.197,0.2,0.143,0.14,0.142,0.147,0.142,0.118,Ethan
97.75,0.199,0.336,0.322,0.29,0.388,0.327,0.27,0.336,0.693,0.358,0.11,0.178,0.198,0.199,0.143,0.14,0.143,0.147,0.141,0.118,Ethan
97.61,0.198,0.328,0.316,0.281,0.377,0.32,0.271,0.329,0.661,0.335,0.108,0.177,0.195,0.198,0.14,0.138,0.14,0.146,0.14,0.117,Ethan
97.53,0.198,0.327,0.315,0.281,0.379,0.321,0.273,0.329,0.655,0.328,0.107,0.175,0.195,0.198,0.14,0.138,0.14,0.145,0.139,0.117,Ethan
97.53,0.2,0.331,0.316,0.283,0.384,0.325,0.278,0.329,0.65,0.323,0.109,0.179,0.199,0.2,0.142,0.138,0.14,0.147,0.14,0.117,Ethan
97.48,0.2,0.329,0.316,0.285,0.385,0.327,0.278,0.326,0.642,0.318,0.108,0.179,0.201,0.2,0.143,0.138,0.141,0.147,0.139,0.115,Ethan
97.46,0.2,0.328,0.314,0.282,0.381,0.323,0.276,0.324,0.639,0.314,0.107,0.179,0.2,0.2,0.142,0.138,0.14,0.147,0.139,0.116,Ethan
97.43,0.205,0.332,0.316,0.284,0.385,0.327,0.278,0.324,0.646,0.321,0.11,0.181,0.202,0.205,0.143,0.139,0.14,0.147,0.139,0.117,Ethan
97.44,0.2,0.329,0.315,0.284,0.385,0.327,0.275,0.325,0.647,0.322,0.108,0.178,0.197,0.2,0.143,0.138,0.14,0.146,0.138,0.114,Ethan
97.36,0.201,0.324,0.312,0.279,0.382,0.324,0.273,0.319,0.628,0.307,0.107,0.179,0.203,0.201,0.142,0.138,0.14,0.144,0.136,0.114,Ethan
97.36,0.207,0.328,0.313,0.281,0.384,0.327,0.278,0.324,0.638,0.315,0.108,0.182,0.205,0.207,0.143,0.138,0.14,0.145,0.138,0.116,Ethan
97.42,0.206,0.331,0.317,0.284,0.386,0.329,0.277,0.326,0.642,0.316,0.108,0.181,0.203,0.206,0.143,0.138,0.14,0.147,0.139,0.116,Ethan
97.41,0.202,0.328,0.315,0.284,0.384,0.325,0.275,0.327,0.654,0.328,0.108,0.178,0.201,0.202,0.142,0.138,0.14,0.146,0.139,0.116,Ethan
97.32,0.203,0.328,0.315,0.284,0.384,0.325,0.275,0.323,0.648,0.324,0.109,0.179,0.202,0.203,0.142,0.138,0.14,0.146,0.138,0.115,Ethan
97.39,0.199,0.328,0.315,0.282,0.381,0.323,0.273,0.326,0.652,0.327,0.109,0.177,0.197,0.199,0.141,0.138,0.14,0.144,0.138,0.115,Ethan
97.46,0.199,0.33,0.315,0.282,0.383,0.324,0.274,0.326,0.654,0.331,0.109,0.177,0.198,0.199,0.142,0.138,0.14,0.147,0.14,0.117,Ethan
97.45,0.199,0.329,0.315,0.281,0.381,0.323,0.273,0.326,0.649,0.325,0.109,0.177,0.199,0.199,0.141,0.138,0.14,0.145,0.139,0.116,Ethan
97.43,0.198,0.328,0.314,0.281,0.379,0.32,0.266,0.326,0.664,0.337,0.106,0.175,0.196,0.198,0.14,0.138,0.14,0.144,0.139,0.116,Ethan
97.39,0.198,0.325,0.312,0.28,0.377,0.316,0.265,0.329,0.678,0.35,0.109,0.176,0.196,0.198,0.138,0.137,0.139,0.142,0.136,0.116,Ethan
97.43,0.199,0.329,0.316,0.284,0.38,0.32,0.266,0.33,0.67,0.341,0.109,0.179,0.2,0.199,0.141,0.138,0.14,0.145,0.14,0.117,Ethan
97.52,0.197,0.33,0.317,0.285,0.379,0.322,0.264,0.334,0.683,0.351,0.108,0.178,0.196,0.197,0.141,0.138,0.14,0.147,0.14,0.117,Ethan
97.57,0.197,0.328,0.313,0.282,0.379,0.319,0.264,0.331,0.674,0.345,0.108,0.178,0.196,0.197,0.14,0.138,0.14,0.146,0.14,0.117,Ethan
97.58,0.197,0.33,0.317,0.284,0.379,0.32,0.266,0.33,0.675,0.347,0.109,0.179,0.196,0.197,0.141,0.138,0.14,0.147,0.14,0.117,Ethan
97.46,0.192,0.324,0.31,0.28,0.371,0.313,0.255,0.322,0.671,0.348,0.106,0.174,0.193,0.192,0.138,0.135,0.138,0.143,0.136,0.114,Ethan
97.4,0.196,0.324,0.31,0.28,0.373,0.315,0.258,0.326,0.668,0.344,0.108,0.176,0.196,0.196,0.138,0.135,0.137,0.142,0.136,0.113,Ethan
97.46,0.194,0.325,0.309,0.28,0.373,0.315,0.259,0.327,0.674,0.347,0.107,0.177,0.197,0.194,0.137,0.136,0.139,0.142,0.136,0.114,Ethan
97.53,0.2,0.329,0.315,0.282,0.379,0.32,0.262,0.328,0.67,0.344,0.108,0.182,0.201,0.2,0.141,0.138,0.14,0.147,0.14,0.117,Ethan
97.56,0.196,0.329,0.315,0.283,0.379,0.319,0.26,0.332,0.685,0.355,0.107,0.178,0.196,0.196,0.141,0.138,0.14,0.147,0.14,0.117,Ethan
97.52,0.195,0.328,0.314,0.282,0.377,0.317,0.263,0.333,0.684,0.353,0.108,0.177,0.196,0.195,0.14,0.138,0.14,0.145,0.14,0.117,Ethan
97.56,0.195,0.33,0.317,0.284,0.378,0.319,0.261,0.329,0.687,0.359,0.108,0.177,0.195,0.195,0.14,0.138,0.14,0.146,0.14,0.117,Ethan
97.43,0.196,0.325,0.312,0.283,0.377,0.317,0.258,0.328,0.689,0.36,0.106,0.176,0.195,0.196,0.138,0.137,0.139,0.142,0.136,0.114,Ethan
97.55,0.194,0.328,0.313,0.282,0.377,0.318,0.262,0.329,0.678,0.348,0.108,0.176,0.196,0.194,0.138,0.137,0.14,0.144,0.14,0.117,Ethan
97.48,0.197,0.325,0.313,0.281,0.376,0.317,0.26,0.329,0.69,0.362,0.107,0.177,0.196,0.197,0.138,0.137,0.14,0.144,0.14,0.117,Ethan
97.5,0.197,0.326,0.312,0.282,0.376,0.316,0.261,0.331,0.685,0.356,0.108,0.176,0.195,0.197,0.138,0.137,0.139,0.143,0.14,0.117,Ethan
97.51,0.197,0.327,0.314,0.282,0.377,0.318,0.26,0.33,0.69,0.362,0.108,0.175,0.195,0.197,0.139,0.137,0.14,0.143,0.138,0.117,Ethan
97.53,0.197,0.327,0.314,0.283,0.377,0.316,0.261,0.329,0.686,0.356,0.109,0.177,0.195,0.197,0.14,0.137,0.14,0.145,0.139,0.117,Ethan
97.59,0.197,0.329,0.316,0.284,0.379,0.319,0.262,0.329,0.686,0.358,0.108,0.176,0.196,0.197,0.141,0.138,0.14,0.147,0.14,0.117,Ethan
97.56,0.196,0.327,0.312,0.283,0.379,0.319,0.261,0.33,0.686,0.356,0.107,0.174,0.195,0.196,0.14,0.138,0.14,0.143,0.14,0.117,Ethan
97.58,0.197,0.327,0.312,0.283,0.378,0.319,0.263,0.328,0.682,0.357,0.108,0.175,0.194,0.197,0.14,0.138,0.14,0.146,0.14,0.117,Ethan
97.55,0.198,0.331,0.317,0.284,0.38,0.321,0.263,0.329,0.687,0.358,0.109,0.178,0.199,0.198,0.142,0.139,0.14,0.147,0.14,0.117,Ethan
97.61,0.197,0.331,0.317,0.287,0.383,0.322,0.267,0.334,0.685,0.355,0.109,0.176,0.195,0.197,0.142,0.139,0.14,0.147,0.14,0.117,Ethan
97.51,0.191,0.33,0.316,0.281,0.381,0.323,0.266,0.328,0.669,0.341,0.108,0.172,0.19,0.191,0.141,0.138,0.14,0.143,0.136,0.113,Ethan
97.5,0.194,0.331,0.315,0.278,0.381,0.322,0.268,0.325,0.667,0.341,0.108,0.173,0.191,0.194,0.141,0.138,0.14,0.145,0.136,0.113,Ethan
97.52,0.194,0.332,0.317,0.281,0.384,0.323,0.268,0.33,0.668,0.343,0.108,0.175,0.192,0.194,0.141,0.138,0.141,0.147,0.139,0.114,Ethan
97.53,0.194,0.334,0.317,0.281,0.383,0.323,0.265,0.327,0.671,0.345,0.108,0.175,0.193,0.194,0.142,0.138,0.141,0.147,0.139,0.114,Ethan
97.51,0.192,0.334,0.317,0.283,0.385,0.324,0.266,0.328,0.668,0.341,0.108,0.173,0.19,0.192,0.141,0.138,0.14,0.144,0.136,0.113,Ethan
97.46,0.193,0.331,0.315,0.28,0.38,0.322,0.266,0.325,0.668,0.341,0.108,0.174,0.19,0.193,0.141,0.138,0.14,0.144,0.136,0.112,Ethan
97.55,0.195,0.335,0.32,0.283,0.385,0.325,0.269,0.33,0.676,0.345,0.108,0.177,0.194,0.195,0.142,0.138,0.141,0.147,0.138,0.114,Ethan
97.53,0.192,0.33,0.315,0.279,0.382,0.323,0.265,0.327,0.671,0.346,0.107,0.173,0.191,0.192,0.139,0.138,0.14,0.143,0.136,0.112,Ethan
97.59,0.194,0.331,0.316,0.279,0.382,0.322,0.266,0.327,0.671,0.345,0.108,0.176,0.192,0.194,0.139,0.138,0.14,0.145,0.137,0.113,Ethan
97.62,0.191,0.332,0.317,0.28,0.382,0.323,0.262,0.327,0.673,0.348,0.108,0.173,0.191,0.191,0.141,0.138,0.14,0.146,0.137,0.113,Ethan
97.57,0.194,0.332,0.316,0.28,0.382,0.323,0.264,0.324,0.671,0.35,0.108,0.175,0.192,0.194,0.141,0.138,0.14,0.146,0.137,0.113,Ethan
97.56,0.196,0.335,0.32,0.283,0.383,0.324,0.262,0.33,0.683,0.353,0.107,0.177,0.194,0.196,0.141,0.138,0.14,0.145,0.137,0.114,Ethan
97.54,0.193,0.333,0.317,0.282,0.383,0.323,0.265,0.325,0.668,0.343,0.108,0.174,0.191,0.193,0.141,0.138,0.14,0.144,0.136,0.113,Ethan
97.59,0.197,0.333,0.319,0.281,0.384,0.323,0.266,0.33,0.675,0.347,0.108,0.179,0.196,0.197,0.142,0.138,0.14,0.146,0.138,0.114,Ethan
97.58,0.197,0.336,0.321,0.284,0.385,0.324,0.267,0.33,0.68,0.35,0.109,0.177,0.194,0.197,0.143,0.139,0.141,0.147,0.139,0.114,Ethan
97.55,0.195,0.336,0.321,0.285,0.385,0.325,0.268,0.331,0.678,0.348,0.108,0.177,0.194,0.195,0.143,0.139,0.142,0.147,0.139,0.114,Ethan
97.51,0.197,0.336,0.321,0.284,0.386,0.326,0.267,0.331,0.68,0.351,0.108,0.178,0.194,0.197,0.143,0.139,0.142,0.147,0.137,0.114,Ethan
97.44,0.197,0.333,0.319,0.285,0.383,0.323,0.262,0.334,0.686,0.353,0.108,0.179,0.197,0.197,0.141,0.138,0.14,0.145,0.137,0.114,Ethan
97.54,0.199,0.336,0.321,0.288,0.383,0.323,0.264,0.334,0.682,0.348,0.109,0.179,0.197,0.199,0.143,0.139,0.143,0.147,0.14,0.115,Ethan
97.49,0.198,0.332,0.319,0.283,0.381,0.32,0.264,0.334,0.689,0.355,0.107,0.178,0.196,0.198,0.141,0.138,0.14,0.147,0.14,0.116,Ethan
97.36,0.198,0.329,0.315,0.28,0.379,0.32,0.262,0.328,0.674,0.346,0.108,0.179,0.196,0.198,0.14,0.138,0.14,0.143,0.137,0.114,Ethan
97.47,0.2,0.334,0.32,0.286,0.383,0.321,0.264,0.334,0.675,0.343,0.109,0.182,0.2,0.2,0.142,0.139,0.14,0.147,0.14,0.116,Ethan
97.49,0.201,0.335,0.321,0.288,0.385,0.323,0.267,0.334,0.68,0.348,0.108,0.181,0.201,0.201,0.143,0.139,0.142,0.147,0.141,0.117,Ethan
97.45,0.197,0.333,0.318,0.287,0.382,0.321,0.262,0.333,0.679,0.349,0.108,0.179,0.197,0.197,0.142,0.139,0.14,0.147,0.14,0.116,Ethan
97.39,0.196,0.332,0.319,0.286,0.38,0.32,0.26,0.333,0.682,0.351,0.106,0.179,0.195,0.196,0.14,0.138,0.14,0.144,0.137,0.114,Ethan
97.4,0.196,0.331,0.318,0.283,0.38,0.32,0.26,0.328,0.681,0.353,0.107,0.176,0.194,0.196,0.141,0.138,0.14,0.145,0.138,0.114,Ethan
97.43,0.195,0.331,0.318,0.284,0.378,0.32,0.261,0.328,0.678,0.35,0.107,0.177,0.194,0.195,0.142,0.139,0.14,0.147,0.14,0.116,Ethan
97.43,0.198,0.333,0.32,0.286,0.381,0.32,0.264,0.331,0.674,0.345,0.11,0.18,0.197,0.198,0.142,0.139,0.14,0.146,0.139,0.115,Ethan
97.52,0.199,0.335,0.322,0.288,0.384,0.324,0.267,0.334,0.686,0.352,0.109,0.178,0.197,0.199,0.143,0.139,0.141,0.147,0.14,0.117,Ethan
97.53,0.2,0.335,0.321,0.289,0.384,0.322,0.265,0.334,0.699,0.365,0.107,0.179,0.198,0.2,0.143,0.139,0.142,0.147,0.14,0.117,Ethan
97.51,0.2,0.335,0.32,0.289,0.384,0.322,0.265,0.334,0.693,0.363,0.109,0.18,0.2,0.2,0.143,0.139,0.142,0.147,0.14,0.117,Ethan
97.36,0.198,0.331,0.317,0.284,0.38,0.321,0.266,0.334,0.684,0.351,0.108,0.177,0.197,0.198,0.141,0.138,0.14,0.147,0.139,0.114,Ethan
97.21,0.195,0.328,0.315,0.281,0.379,0.319,0.264,0.329,0.674,0.345,0.109,0.174,0.194,0.195,0.139,0.138,0.14,0.143,0.136,0.113,Ethan
97.26,0.195,0.33,0.317,0.284,0.383,0.323,0.266,0.33,0.678,0.348,0.109,0.175,0.194,0.195,0.141,0.138,0.14,0.143,0.136,0.113,Ethan
97.24,0.194,0.328,0.315,0.284,0.378,0.32,0.263,0.328,0.677,0.35,0.106,0.174,0.192,0.194,0.139,0.138,0.14,0.143,0.136,0.111,Ethan
